,Bus_ID,period,state,mileage,decision
338,5299,107,23,119789.0,0
339,5299,108,24,122358.0,0
340,5299,109,24,124500.0,0
341,5299,110,25,126422.0,0
342,5299,111,25,128500.0,0
343,5299,112,26,130890.0,0
344,5299,113,26,132830.0,0
345,5299,114,26,134513.0,0
346,5299,115,27,136302.0,0
347,5299,116,27,137898.0,0
348,5300,1,1,5916.0,0
349,5300,2,2,10924.0,0
350,5300,3,3,15369.0,0
351,5300,4,4,21457.0,0
352,5300,5,5,26568.0,0
353,5300,6,5,29790.0,0
354,5300,7,7,35774.0,0
355,5300,8,8,41134.0,0
356,5300,9,9,46535.0,0
357,5300,10,10,51614.0,0
358,5300,11,11,55387.0,0
359,5300,12,11,59683.0,0
360,5300,13,12,64573.0,0
361,5300,14,13,68913.0,0
362,5300,15,14,72249.0,0
363,5300,16,15,76424.0,0
364,5300,17,15,79567.0,0
365,5300,18,16,83337.0,0
366,5300,19,17,87297.0,0
367,5300,20,18,90624.0,0
368,5300,21,18,93889.0,0
369,5300,22,19,98082.0,0
370,5300,23,20,102638.0,0
371,5300,24,21,106713.0,0
372,5300,25,22,111076.0,0
373,5300,26,23,116166.0,0
374,5300,27,24,120324.0,0
375,5300,28,24,124412.0,0
376,5300,29,25,129308.0,0
377,5300,30,26,133632.0,0
378,5300,31,27,137936.0,0
379,5300,32,28,142777.0,0
380,5300,33,29,147696.0,0
381,5300,34,30,152119.0,0
382,5300,35,31,156632.0,0
383,5300,36,32,161910.0,0
384,5300,37,33,165955.0,0
385,5300,38,34,170206.0,0
386,5300,39,34,173917.0,0
387,5300,40,35,177528.0,0
388,5300,41,36,181342.0,0
389,5300,42,37,185017.0,0
390,5300,43,37,189173.0,0
391,5300,44,38,191555.0,0
392,5300,45,38,193663.0,0
393,5300,46,38,194819.0,0
394,5300,47,39,196256.0,0
395,5300,48,39,198872.0,0
396,5300,49,40,200768.0,0
397,5300,50,40,200768.0,0
398,5300,51,40,200768.0,0
399,5300,52,40,201290.0,0
400,5300,53,40,204624.0,0
401,5300,54,41,207765.0,0
402,5300,55,42,211395.0,0
403,5300,56,42,213103.0,0
404,5300,57,42,213967.0,1
405,5300,58,0,1947.0,0
406,5300,59,0,4181.0,0
407,5300,60,1,7236.0,0
408,5300,61,1,9514.0,0
409,5300,62,2,12804.0,0
410,5300,63,3,15311.0,0
411,5300,64,3,18347.0,0
412,5300,65,4,21269.0,0
413,5300,66,5,26243.0,0
414,5300,67,5,29254.0,0
415,5300,68,6,33078.0,0
416,5300,69,7,35510.0,0
417,5300,70,7,37705.0,0
418,5300,71,8,41155.0,0
419,5300,72,9,45512.0,0
420,5300,73,9,49436.0,0
421,5300,74,10,52011.0,0
422,5300,75,10,53844.0,0
423,5300,76,11,56296.0,0
424,5300,77,11,59236.0,0
425,5300,78,12,61820.0,0
426,5300,79,13,66454.0,0
427,5300,80,13,69811.0,0
428,5300,81,14,72779.0,0
429,5300,82,15,76326.0,0
430,5300,83,15,79211.0,0
431,5300,84,16,82193.0,0
432,5300,85,16,84079.0,0
433,5300,86,17,86664.0,0
434,5300,87,18,90155.0,0
435,5300,88,18,91777.0,0
436,5300,89,18,93653.0,0
437,5300,90,19,96416.0,0
438,5300,91,19,98426.0,0
439,5300,92,20,100864.0,0
440,5300,93,20,102516.0,0
441,5300,94,20,104357.0,0
442,5300,95,21,106746.0,0
443,5300,96,21,108643.0,0
444,5300,97,22,110224.0,0
445,5300,98,22,111630.0,0
446,5300,99,22,113447.0,0
447,5300,100,23,115061.0,0
448,5300,101,23,117448.0,0
449,5300,102,23,119657.0,0
450,5300,103,24,122126.0,0
451,5300,104,24,124265.0,0
452,5300,105,25,125817.0,0
453,5300,106,25,128933.0,0
454,5300,107,26,130888.0,0
455,5300,108,26,133561.0,0
456,5300,109,27,135557.0,0
457,5300,110,27,137565.0,0
458,5300,111,27,139530.0,0
459,5300,112,28,142341.0,0
460,5300,113,28,144570.0,0
461,5300,114,29,146394.0,0
462,5300,115,29,148184.0,0
463,5300,116,30,150448.0,0
464,5301,1,0,4314.0,0
465,5301,2,1,7665.0,0
466,5301,3,2,11590.0,0
467,5301,4,3,15095.0,0
468,5301,5,3,18735.0,0
469,5301,6,4,22240.0,0
470,5301,7,5,25886.0,0
471,5301,8,5,29658.0,0
472,5301,9,6,34096.0,0
473,5301,10,7,38604.0,0
474,5301,11,8,44663.0,0
475,5301,12,10,50579.0,0
476,5301,13,10,53420.0,0
477,5301,14,11,58981.0,0
478,5301,15,12,64007.0,0
479,5301,16,13,69358.0,0
480,5301,17,14,74329.0,0
481,5301,18,15,78810.0,0
482,5301,19,16,82432.0,0
483,5301,20,17,87401.0,0
484,5301,21,18,92433.0,0
485,5301,22,19,97773.0,0
486,5301,23,20,103154.0,0
487,5301,24,21,108590.0,0
488,5301,25,22,112111.0,0
489,5301,26,23,116216.0,0
490,5301,27,24,120369.0,0
491,5301,28,24,124088.0,0
492,5301,29,25,127978.0,0
493,5301,30,26,131339.0,0
494,5301,31,27,135639.0,0
495,5301,32,27,139467.0,0
496,5301,33,28,144219.0,0
497,5301,34,29,148901.0,0
498,5301,35,30,152561.0,0
499,5301,36,31,157211.0,0
500,5301,37,32,161091.0,0
501,5301,38,33,165641.0,0
502,5301,39,33,168526.0,1
503,5301,40,0,4597.0,0
504,5301,41,1,8580.0,0
505,5301,42,2,12121.0,0
506,5301,43,3,16989.0,0
507,5301,44,3,19541.0,0
508,5301,45,4,22230.0,0
509,5301,46,4,23206.0,0
510,5301,47,5,25459.0,0
511,5301,48,5,27771.0,0
512,5301,49,6,30202.0,0
513,5301,50,6,31885.0,0
514,5301,51,7,36141.0,0
515,5301,52,8,40306.0,0
516,5301,53,8,44653.0,0
517,5301,54,9,49058.0,0
518,5301,55,10,53048.0,0
519,5301,56,11,55103.0,0
520,5301,57,11,56045.0,0
521,5301,58,11,59046.0,0
522,5301,59,12,61976.0,0
523,5301,60,13,65177.0,0
524,5301,61,13,67303.0,0
525,5301,62,13,69102.0,0
526,5301,63,14,70769.0,0
527,5301,64,14,72770.0,0
528,5301,65,15,75201.0,0
529,5301,66,15,77980.0,0
530,5301,67,16,80099.0,0
531,5301,68,16,82147.0,0
532,5301,69,16,84250.0,0
533,5301,70,17,86925.0,0
534,5301,71,17,88922.0,0
535,5301,72,17,88922.0,0
536,5301,73,17,88926.0,0
537,5301,74,17,88926.0,0
538,5301,75,18,90720.0,0
539,5301,76,18,92347.0,0
540,5301,77,19,95252.0,0
541,5301,78,19,96777.0,0
542,5301,79,20,100152.0,0
543,5301,80,20,102650.0,0
544,5301,81,21,105464.0,0
545,5301,82,21,109201.0,0
546,5301,83,22,111898.0,0
547,5301,84,23,115167.0,0
548,5301,85,23,117282.0,0
549,5301,86,24,120004.0,0
550,5301,87,24,122392.0,0
551,5301,88,24,124032.0,0
552,5301,89,25,126370.0,0
553,5301,90,25,128419.0,0
554,5301,91,26,130048.0,0
555,5301,92,26,132254.0,0
556,5301,93,26,134431.0,0
557,5301,94,27,137084.0,0
558,5301,95,28,140716.0,0
559,5301,96,28,144268.0,0
560,5301,97,29,146500.0,0
561,5301,98,29,148163.0,0
562,5301,99,29,149325.0,0
563,5301,100,30,152006.0,0
564,5301,101,30,154828.0,0
565,5301,102,31,156926.0,0
566,5301,103,31,159044.0,0
567,5301,104,32,160701.0,0
568,5301,105,32,162745.0,0
569,5301,106,33,165023.0,0
570,5301,107,33,166630.0,0
571,5301,108,33,169005.0,0
572,5301,109,34,171245.0,0
573,5301,110,34,173234.0,0
574,5301,111,34,174745.0,0
575,5301,112,35,176891.0,0
576,5301,113,35,178598.0,0
577,5301,114,36,180463.0,0
578,5301,115,36,182806.0,0
579,5301,116,36,184504.0,0
580,5302,1,1,7086.0,0
581,5302,2,2,11997.0,0
582,5302,3,3,16741.0,0
583,5302,4,4,21575.0,0
584,5302,5,5,26537.0,0
585,5302,6,6,31036.0,0
586,5302,7,7,36239.0,0
587,5302,8,8,41101.0,0
588,5302,9,9,45691.0,0
589,5302,10,10,51400.0,0
590,5302,11,11,56715.0,0
591,5302,12,12,61330.0,0
592,5302,13,13,65323.0,0
593,5302,14,13,69707.0,0
594,5302,15,14,72720.0,0
595,5302,16,15,77145.0,0
596,5302,17,16,81364.0,0
597,5302,18,16,84473.0,0
598,5302,19,17,88591.0,0
599,5302,20,18,93301.0,0
600,5302,21,19,97651.0,0
601,5302,22,20,101812.0,0
602,5302,23,21,107437.0,0
603,5302,24,22,111343.0,0
604,5302,25,22,114719.0,0
605,5302,26,23,119302.0,0
606,5302,27,24,122412.0,0
607,5302,28,24,123481.0,0
608,5302,29,25,127479.0,1
609,5302,30,0,86.0,0
610,5302,31,1,5033.0,0
611,5302,32,1,9501.0,0
612,5302,33,2,13879.0,0
613,5302,34,3,18079.0,0
614,5302,35,4,22331.0,0
615,5302,36,5,25857.0,0
616,5302,37,6,30149.0,0
617,5302,38,6,34909.0,0
618,5302,39,7,38617.0,0
619,5302,40,8,42590.0,0
620,5302,41,9,47028.0,0
621,5302,42,10,50974.0,0
622,5302,43,11,55973.0,0
623,5302,44,12,60913.0,0
624,5302,45,12,62292.0,0
625,5302,46,12,63322.0,0
626,5302,47,12,64265.0,0
627,5302,48,13,65354.0,0
628,5302,49,13,69584.0,0
629,5302,50,14,74817.0,0
630,5302,51,15,79509.0,0
631,5302,52,16,84180.0,0
632,5302,53,17,88654.0,0
633,5302,54,18,92022.0,0
634,5302,55,19,95402.0,0
635,5302,56,19,98638.0,0
636,5302,57,20,100013.0,0
637,5302,58,20,102221.0,0
638,5302,59,21,105815.0,0
639,5302,60,21,109288.0,0
640,5302,61,22,111826.0,0
641,5302,62,22,114793.0,0
642,5302,63,23,116734.0,0
643,5302,64,24,120251.0,0
644,5302,65,24,122905.0,0
645,5302,66,24,123849.0,0
646,5302,67,24,124840.0,0
647,5302,68,25,127861.0,0
648,5302,69,26,131376.0,0
649,5302,70,26,134157.0,0
650,5302,71,27,136702.0,0
651,5302,72,27,139491.0,0
652,5302,73,28,141819.0,0
653,5302,74,28,143653.0,0
654,5302,75,28,144671.0,0
655,5302,76,29,146876.0,0
656,5302,77,29,149530.0,0
657,5302,78,30,150361.0,0
658,5302,79,30,152040.0,0
659,5302,80,30,154638.0,0
660,5302,81,31,157012.0,0
661,5302,82,31,158506.0,0
662,5302,83,32,160804.0,0
663,5302,84,32,163363.0,0
664,5302,85,33,165669.0,0
665,5302,86,33,167959.0,0
666,5302,87,34,171100.0,0
667,5302,88,34,172460.0,0
668,5302,89,34,173656.0,0
669,5302,90,35,175044.0,0
670,5302,91,35,177171.0,0
671,5302,92,35,179294.0,0
672,5302,93,36,180573.0,0
673,5302,94,36,181646.0,0
674,5302,95,37,185809.0,0
675,5302,96,37,188251.0,0
676,5302,97,37,189959.0,0
677,5302,98,38,191825.0,0
678,5302,99,38,193620.0,0
679,5302,100,39,195845.0,0
680,5302,101,39,197299.0,0
681,5302,102,39,198431.0,0
682,5302,103,40,200298.0,0
683,5302,104,40,201805.0,0
684,5302,105,40,204514.0,0
685,5302,106,41,207009.0,0
686,5302,107,41,208845.0,0
687,5302,108,42,210273.0,0
688,5302,109,42,212256.0,0
689,5302,110,42,214149.0,0
690,5302,111,43,215173.0,0
691,5302,112,43,216474.0,0
692,5302,113,43,218395.0,0
693,5302,114,44,220116.0,0
694,5302,115,44,222412.0,0
695,5302,116,44,224045.0,0
696,5303,1,1,7110.0,0
697,5303,2,2,12380.0,0
698,5303,3,3,18002.0,0
699,5303,4,4,23211.0,0
700,5303,5,5,29290.0,0
701,5303,6,6,33696.0,0
702,5303,7,7,39938.0,0
703,5303,8,9,46165.0,0
704,5303,9,10,52225.0,0
705,5303,10,11,57879.0,0
706,5303,11,12,62742.0,0
707,5303,12,13,68192.0,0
708,5303,13,14,72749.0,0
709,5303,14,15,77230.0,0
710,5303,15,16,81541.0,0
711,5303,16,17,86337.0,0
712,5303,17,18,90309.0,0
713,5303,18,18,93702.0,0
714,5303,19,19,98666.0,0
715,5303,20,20,102923.0,0
716,5303,21,21,107792.0,0
717,5303,22,22,113097.0,0
718,5303,23,23,117971.0,0
719,5303,24,24,122897.0,0
720,5303,25,25,127544.0,0
721,5303,26,26,132355.0,0
722,5303,27,27,137244.0,0
723,5303,28,28,143151.0,0
724,5303,29,29,147872.0,0
725,5303,30,30,153719.0,0
726,5303,31,32,160378.0,0
727,5303,32,33,165532.0,0
728,5303,33,34,170733.0,0
729,5303,34,35,176315.0,0
730,5303,35,36,180381.0,0
731,5303,36,37,185273.0,0
732,5303,37,38,190369.0,0
733,5303,38,38,194780.0,0
734,5303,39,39,199442.0,0
735,5303,40,40,204645.0,0
736,5303,41,41,207885.0,0
737,5303,42,41,207885.0,0
738,5303,43,42,211740.0,0
739,5303,44,43,215939.0,0
740,5303,45,43,216717.0,0
741,5303,46,43,218128.0,0
742,5303,47,43,218153.0,0
743,5303,48,43,218456.0,0
744,5303,49,44,221974.0,0
745,5303,50,45,227710.0,0
746,5303,51,46,231596.0,0
747,5303,52,47,235699.0,0
748,5303,53,47,239344.0,0
749,5303,54,48,242799.0,0
750,5303,55,49,246131.0,0
751,5303,56,49,249213.0,0
752,5303,57,50,250740.0,0
753,5303,58,50,253408.0,0
754,5303,59,51,255337.0,0
755,5303,60,51,258662.0,0
756,5303,61,52,260377.0,0
757,5303,62,52,263316.0,0
758,5303,63,53,266018.0,0
759,5303,64,53,268847.0,0
760,5303,65,54,271704.0,0
761,5303,66,54,273871.0,0
762,5303,67,55,276322.0,0
763,5303,68,55,279332.0,0
764,5303,69,56,280871.0,0
765,5303,70,56,282963.0,0
766,5303,71,56,283494.0,0
767,5303,72,56,283494.0,0
768,5303,73,57,285510.0,1
769,5303,74,0,1725.0,0
770,5303,75,0,4988.0,0
771,5303,76,1,7437.0,0
772,5303,77,2,10998.0,0
773,5303,78,2,12809.0,0
774,5303,79,3,16482.0,0
775,5303,80,3,19502.0,0
776,5303,81,4,22442.0,0
777,5303,82,5,25011.0,0
778,5303,83,5,26882.0,0
779,5303,84,5,29567.0,0
780,5303,85,6,32072.0,0
781,5303,86,6,34829.0,0
782,5303,87,7,36436.0,0
783,5303,88,7,38247.0,0
784,5303,89,8,40218.0,0
785,5303,90,8,42608.0,0
786,5303,91,9,45498.0,0
787,5303,92,9,47813.0,0
788,5303,93,9,49519.0,0
789,5303,94,10,52233.0,0
790,5303,95,11,55007.0,0
791,5303,96,11,56344.0,0
792,5303,97,11,59085.0,0
793,5303,98,12,61291.0,0
794,5303,99,12,62965.0,0
795,5303,100,13,65157.0,0
796,5303,101,13,66634.0,0
797,5303,102,13,68510.0,0
798,5303,103,14,70785.0,0
799,5303,104,14,72614.0,0
800,5303,105,14,74771.0,0
801,5303,106,15,78460.0,0
802,5303,107,16,81622.0,0
803,5303,108,16,82672.0,0
804,5303,109,16,83251.0,0
805,5303,110,17,85887.0,0
806,5303,111,17,87897.0,0
807,5303,112,17,89922.0,0
808,5303,113,18,92510.0,0
809,5303,114,18,94339.0,0
810,5303,115,19,96254.0,0
811,5303,116,19,98661.0,0
812,5304,1,1,6807.0,0
813,5304,2,2,12693.0,0
814,5304,3,3,18325.0,0
815,5304,4,4,24463.0,0
816,5304,5,6,30362.0,0
817,5304,6,7,35816.0,0
818,5304,7,8,41014.0,0
819,5304,8,9,47947.0,0
820,5304,9,10,53176.0,0
821,5304,10,11,59350.0,0
822,5304,11,12,64617.0,0
823,5304,12,13,69681.0,0
824,5304,13,14,74906.0,0
825,5304,14,15,77965.0,0
826,5304,15,16,81318.0,0
827,5304,16,17,85770.0,0
828,5304,17,17,88678.0,0
829,5304,18,18,90345.0,0
830,5304,19,18,94872.0,0
831,5304,20,19,98755.0,0
832,5304,21,20,102865.0,0
833,5304,22,21,106721.0,0
834,5304,23,22,110892.0,0
835,5304,24,23,115407.0,0
836,5304,25,23,119106.0,0
837,5304,26,24,124480.0,0
838,5304,27,25,128471.0,0
839,5304,28,26,132896.0,0
840,5304,29,27,137740.0,0
841,5304,30,28,142490.0,0
842,5304,31,29,147058.0,0
843,5304,32,30,152577.0,0
844,5304,33,31,156911.0,0
845,5304,34,32,161519.0,0
846,5304,35,33,166023.0,0
847,5304,36,34,170828.0,0
848,5304,37,35,175101.0,0
849,5304,38,36,180121.0,0
850,5304,39,36,184908.0,0
851,5304,40,37,189461.0,0
852,5304,41,38,194058.0,0
853,5304,42,39,198057.0,0
854,5304,43,40,202055.0,0
855,5304,44,40,204757.0,0
856,5304,45,41,207612.0,0
857,5304,46,41,209909.0,0
858,5304,47,42,211963.0,0
859,5304,48,43,215088.0,0
860,5304,49,43,217801.0,0
861,5304,50,44,220396.0,0
862,5304,51,44,222666.0,0
863,5304,52,45,226685.0,0
864,5304,53,45,229604.0,0
865,5304,54,46,233155.0,0
866,5304,55,47,235506.0,0
867,5304,56,47,237108.0,0
868,5304,57,47,238487.0,0
869,5304,58,48,240958.0,0
870,5304,59,48,243977.0,0
871,5304,60,49,246822.0,0
